outer_fold,seed_index,q,lambda,quantum_model_id,classical_model_id,quantum_delta_l2,classical_delta_l2,validation_outcomes_used
CV02,5,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7724458345793189,0.7653164551284733,0
CV02,6,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5982588577513857,1.4908277046073153,0
CV02,6,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5982588577513857,1.4908277046073153,0
CV02,6,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5982588577513857,1.4908277046073153,0
CV02,6,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0058010363709333,0.9315030508869145,0
CV02,6,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0058010363709333,0.9315030508869145,0
CV02,6,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0058010363709333,0.9315030508869145,0
CV02,6,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7730929780924012,0.7652154520389575,0
CV02,6,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7730929780924012,0.7652154520389575,0
CV02,6,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7730929780924012,0.7652154520389575,0
CV02,7,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5985119860686,1.4908225232437866,0
CV02,7,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5985119860686,1.4908225232437866,0
CV02,7,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5985119860686,1.4908225232437866,0
CV02,7,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.005348596462942,0.9315141489844242,0
CV02,7,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.005348596462942,0.9315141489844242,0
CV02,7,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.005348596462942,0.9315141489844242,0
CV02,7,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7725606943384277,0.7650795397350153,0
CV02,7,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7725606943384277,0.7650795397350153,0
CV02,7,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7725606943384277,0.7650795397350153,0
CV02,8,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5984933873531382,1.4907998400159677,0
CV02,8,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5984933873531382,1.4907998400159677,0
CV02,8,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5984933873531382,1.4907998400159677,0
CV02,8,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0050746253932064,0.9315369077249132,0
CV02,8,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0050746253932064,0.9315369077249132,0
CV02,8,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0050746253932064,0.9315369077249132,0
CV02,8,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7734652230186253,0.7654375092951992,0
CV02,8,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7734652230186253,0.7654375092951992,0
CV02,8,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7734652230186253,0.7654375092951992,0
CV02,9,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5986781962932086,1.4908254600443172,0
CV02,9,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5986781962932086,1.4908254600443172,0
CV02,9,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5986781962932086,1.4908254600443172,0
CV02,9,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.005387260212186,0.9314914774640916,0
CV02,9,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.005387260212186,0.9314914774640916,0
CV02,9,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.005387260212186,0.9314914774640916,0
CV02,9,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7730349019883466,0.7654470306038538,0
CV02,9,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7730349019883466,0.7654470306038538,0
CV02,9,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7730349019883466,0.7654470306038538,0
CV02,10,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5986238695319328,1.4908264010474004,0
CV02,10,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5986238695319328,1.4908264010474004,0
CV02,10,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5986238695319328,1.4908264010474004,0
CV02,10,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0058660347372617,0.9315567578478395,0
CV02,10,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0058660347372617,0.9315567578478395,0
CV02,10,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0058660347372617,0.9315567578478395,0
CV02,10,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7728902021458703,0.765362088817028,0
CV02,10,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7728902021458703,0.765362088817028,0
CV02,10,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7728902021458703,0.765362088817028,0
CV02,11,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.598124939896779,1.4908199880181914,0
CV02,11,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.598124939896779,1.4908199880181914,0
CV02,11,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.598124939896779,1.4908199880181914,0
CV02,11,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0053409233554218,0.9315144377662752,0
CV02,11,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0053409233554218,0.9315144377662752,0
CV02,11,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0053409233554218,0.9315144377662752,0
CV02,11,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7727836271845465,0.7652092682075321,0
CV02,11,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7727836271845465,0.7652092682075321,0
CV02,11,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7727836271845465,0.7652092682075321,0
CV02,12,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5982532902871012,1.4908061378198543,0
CV02,12,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5982532902871012,1.4908061378198543,0
CV02,12,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5982532902871012,1.4908061378198543,0
CV02,12,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0057978750836938,0.9315589831424355,0
CV02,12,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0057978750836938,0.9315589831424355,0
CV02,12,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0057978750836938,0.9315589831424355,0
CV02,12,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7728003976889657,0.7653091382639264,0
CV02,12,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7728003976889657,0.7653091382639264,0
CV02,12,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7728003976889657,0.7653091382639264,0
CV02,13,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5986006609046528,1.490827633806506,0
CV02,13,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5986006609046528,1.490827633806506,0
CV02,13,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5986006609046528,1.490827633806506,0
CV02,13,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0058737396345252,0.9315255385350594,0
CV02,13,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0058737396345252,0.9315255385350594,0
CV02,13,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0058737396345252,0.9315255385350594,0
CV02,13,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7726804759642814,0.765201129698669,0
CV02,13,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7726804759642814,0.765201129698669,0
CV02,13,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7726804759642814,0.765201129698669,0
CV02,14,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5984359044612102,1.4908283420195445,0
CV02,14,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5984359044612102,1.4908283420195445,0
CV02,14,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5984359044612102,1.4908283420195445,0
CV02,14,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0053367776246036,0.9315194789631712,0
CV02,14,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0053367776246036,0.9315194789631712,0
CV02,14,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0053367776246036,0.9315194789631712,0
CV02,14,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7724697266286468,0.7653517356251195,0
CV02,14,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7724697266286468,0.7653517356251195,0
CV02,14,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7724697266286468,0.7653517356251195,0
CV02,15,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5986467976884153,1.4908200465174066,0
CV02,15,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5986467976884153,1.4908200465174066,0
CV02,15,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5986467976884153,1.4908200465174066,0
CV02,15,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0057763735332528,0.9315984923638004,0
CV02,15,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0057763735332528,0.9315984923638004,0
CV02,15,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0057763735332528,0.9315984923638004,0
CV02,15,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7725902687502397,0.7652640817024021,0
CV02,15,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7725902687502397,0.7652640817024021,0
CV02,15,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7725902687502397,0.7652640817024021,0
CV02,16,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5985883402586405,1.4908070732020027,0
CV02,16,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5985883402586405,1.4908070732020027,0
CV02,16,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5985883402586405,1.4908070732020027,0
CV02,16,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0061146317882994,0.9315483646206325,0
CV02,16,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0061146317882994,0.9315483646206325,0
CV02,16,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0061146317882994,0.9315483646206325,0
CV02,16,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7726749152397888,0.7649128696669483,0
CV02,16,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7726749152397888,0.7649128696669483,0
CV02,16,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7726749152397888,0.7649128696669483,0
CV02,17,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5979180464128044,1.4908056084613892,0
CV02,17,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5979180464128044,1.4908056084613892,0
CV02,17,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5979180464128044,1.4908056084613892,0
CV02,17,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0067916062131532,0.931568531712388,0
CV02,17,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0067916062131532,0.931568531712388,0
CV02,17,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0067916062131532,0.931568531712388,0
CV02,17,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7727103318950828,0.7653523810131078,0
CV02,17,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7727103318950828,0.7653523810131078,0
CV02,17,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7727103318950828,0.7653523810131078,0
CV02,18,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.597711475719875,1.4907187236182602,0
CV02,18,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.597711475719875,1.4907187236182602,0
CV02,18,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.597711475719875,1.4907187236182602,0
CV02,18,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0055102387544197,0.931585561699323,0
CV02,18,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0055102387544197,0.931585561699323,0
CV02,18,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0055102387544197,0.931585561699323,0
CV02,18,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.772557493814444,0.7655629887082332,0
CV02,18,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.772557493814444,0.7655629887082332,0
CV02,18,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.772557493814444,0.7655629887082332,0
CV02,19,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5985919635318488,1.4908327800185583,0
CV02,19,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5985919635318488,1.4908327800185583,0
CV02,19,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5985919635318488,1.4908327800185583,0
CV02,19,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0049544664286543,0.9314951248965531,0
CV02,19,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0049544664286543,0.9314951248965531,0
CV02,19,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0049544664286543,0.9314951248965531,0
CV02,19,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7728698726514767,0.7652867955366257,0
CV02,19,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7728698726514767,0.7652867955366257,0
CV02,19,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7728698726514767,0.7652867955366257,0
CV02,20,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.5982674743047103,1.4908244638506856,0
CV02,20,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.5982674743047103,1.4908244638506856,0
CV02,20,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.5982674743047103,1.4908244638506856,0
CV02,20,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.0048185056363,0.9315619661690676,0
CV02,20,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.0048185056363,0.9315619661690676,0
CV02,20,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.0048185056363,0.9315619661690676,0
CV02,20,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.7725160934645701,0.7655982932769682,0
CV02,20,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.7725160934645701,0.7655982932769682,0
CV02,20,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.7725160934645701,0.7655982932769682,0
CV03,1,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8189206907509288,1.4943387016093868,0
CV03,1,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8189206907509288,1.4943387016093868,0
CV03,1,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8189206907509288,1.4943387016093868,0
CV03,1,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4264421797064255,1.6300776530239263,0
CV03,1,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4264421797064255,1.6300776530239263,0
CV03,1,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4264421797064255,1.6300776530239263,0
CV03,1,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5902771077086881,1.6458433883510861,0
CV03,1,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5902771077086881,1.6458433883510861,0
CV03,1,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5902771077086881,1.6458433883510861,0
CV03,2,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8188502860671023,1.4940173599729871,0
CV03,2,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8188502860671023,1.4940173599729871,0
CV03,2,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8188502860671023,1.4940173599729871,0
CV03,2,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4249438023669412,1.6291418989133826,0
CV03,2,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4249438023669412,1.6291418989133826,0
CV03,2,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4249438023669412,1.6291418989133826,0
CV03,2,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5886548443508322,1.6466350773747707,0
CV03,2,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5886548443508322,1.6466350773747707,0
CV03,2,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5886548443508322,1.6466350773747707,0
CV03,3,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8196152844872544,1.4936959016010982,0
CV03,3,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8196152844872544,1.4936959016010982,0
CV03,3,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8196152844872544,1.4936959016010982,0
CV03,3,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4298373063559773,1.6304371962809465,0
CV03,3,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4298373063559773,1.6304371962809465,0
CV03,3,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4298373063559773,1.6304371962809465,0
CV03,3,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5889412264958764,1.646708970515123,0
CV03,3,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5889412264958764,1.646708970515123,0
CV03,3,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5889412264958764,1.646708970515123,0
CV03,4,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8228903440709443,1.494204243440157,0
CV03,4,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8228903440709443,1.494204243440157,0
CV03,4,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8228903440709443,1.494204243440157,0
CV03,4,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4283113969327688,1.6298480228387415,0
CV03,4,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4283113969327688,1.6298480228387415,0
CV03,4,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4283113969327688,1.6298480228387415,0
CV03,4,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5920010555839395,1.6462974099395444,0
CV03,4,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5920010555839395,1.6462974099395444,0
CV03,4,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5920010555839395,1.6462974099395444,0
CV03,5,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8180852019626232,1.4939351457043688,0
CV03,5,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8180852019626232,1.4939351457043688,0
CV03,5,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8180852019626232,1.4939351457043688,0
CV03,5,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4234120348903563,1.630103270110408,0
CV03,5,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4234120348903563,1.630103270110408,0
CV03,5,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4234120348903563,1.630103270110408,0
CV03,5,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5863083311876405,1.647229200781011,0
CV03,5,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5863083311876405,1.647229200781011,0
CV03,5,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5863083311876405,1.647229200781011,0
CV03,6,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8236993548335512,1.4939212379849116,0
CV03,6,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8236993548335512,1.4939212379849116,0
CV03,6,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8236993548335512,1.4939212379849116,0
CV03,6,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4251704391061066,1.6300770652463397,0
CV03,6,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4251704391061066,1.6300770652463397,0
CV03,6,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4251704391061066,1.6300770652463397,0
CV03,6,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5863786433519993,1.6477691668474626,0
CV03,6,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5863786433519993,1.6477691668474626,0
CV03,6,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5863786433519993,1.6477691668474626,0
CV03,7,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8214419559655024,1.494731519646535,0
CV03,7,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8214419559655024,1.494731519646535,0
CV03,7,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8214419559655024,1.494731519646535,0
CV03,7,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4266145350418369,1.6304148347476388,0
CV03,7,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4266145350418369,1.6304148347476388,0
CV03,7,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4266145350418369,1.6304148347476388,0
CV03,7,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5895627797662324,1.646588685389964,0
CV03,7,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5895627797662324,1.646588685389964,0
CV03,7,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5895627797662324,1.646588685389964,0
CV03,8,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.823417838743131,1.4942843280439677,0
CV03,8,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.823417838743131,1.4942843280439677,0
CV03,8,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.823417838743131,1.4942843280439677,0
CV03,8,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4242951982706875,1.6289492572812125,0
CV03,8,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4242951982706875,1.6289492572812125,0
CV03,8,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4242951982706875,1.6289492572812125,0
CV03,8,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5920725341130721,1.6464379641721825,0
CV03,8,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5920725341130721,1.6464379641721825,0
CV03,8,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5920725341130721,1.6464379641721825,0
CV03,9,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8190057356776792,1.4941263515416003,0
CV03,9,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8190057356776792,1.4941263515416003,0
CV03,9,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8190057356776792,1.4941263515416003,0
CV03,9,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4293955501573248,1.6301058738534027,0
CV03,9,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4293955501573248,1.6301058738534027,0
CV03,9,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4293955501573248,1.6301058738534027,0
CV03,9,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5894567026002433,1.6450178596349432,0
CV03,9,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5894567026002433,1.6450178596349432,0
CV03,9,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5894567026002433,1.6450178596349432,0
CV03,10,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8204943231779978,1.4940209456319804,0
CV03,10,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8204943231779978,1.4940209456319804,0
CV03,10,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8204943231779978,1.4940209456319804,0
CV03,10,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4264183991583215,1.630452063150574,0
CV03,10,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4264183991583215,1.630452063150574,0
CV03,10,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4264183991583215,1.630452063150574,0
CV03,10,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5864356988086925,1.6468906365053182,0
CV03,10,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5864356988086925,1.6468906365053182,0
CV03,10,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5864356988086925,1.6468906365053182,0
