outer_fold,seed_index,q,lambda,quantum_model_id,classical_model_id,quantum_delta_l2,classical_delta_l2,validation_outcomes_used
CV03,11,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8249480508012381,1.4933536011796515,0
CV03,11,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8249480508012381,1.4933536011796515,0
CV03,11,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8249480508012381,1.4933536011796515,0
CV03,11,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4278315040100962,1.6303647498291682,0
CV03,11,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4278315040100962,1.6303647498291682,0
CV03,11,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4278315040100962,1.6303647498291682,0
CV03,11,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.589005125914945,1.644151167653692,0
CV03,11,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.589005125914945,1.644151167653692,0
CV03,11,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.589005125914945,1.644151167653692,0
CV03,12,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8238870775346363,1.4943600674656314,0
CV03,12,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8238870775346363,1.4943600674656314,0
CV03,12,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8238870775346363,1.4943600674656314,0
CV03,12,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4296570543252505,1.6298326928550881,0
CV03,12,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4296570543252505,1.6298326928550881,0
CV03,12,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4296570543252505,1.6298326928550881,0
CV03,12,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5913155715400875,1.6446725821898673,0
CV03,12,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5913155715400875,1.6446725821898673,0
CV03,12,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5913155715400875,1.6446725821898673,0
CV03,13,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8200238026073565,1.4935721861257654,0
CV03,13,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8200238026073565,1.4935721861257654,0
CV03,13,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8200238026073565,1.4935721861257654,0
CV03,13,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.424642184747812,1.6302681356123379,0
CV03,13,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.424642184747812,1.6302681356123379,0
CV03,13,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.424642184747812,1.6302681356123379,0
CV03,13,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5913506015396393,1.6466516961769357,0
CV03,13,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5913506015396393,1.6466516961769357,0
CV03,13,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5913506015396393,1.6466516961769357,0
CV03,14,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.823180691723746,1.4941878462365947,0
CV03,14,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.823180691723746,1.4941878462365947,0
CV03,14,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.823180691723746,1.4941878462365947,0
CV03,14,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4280235809340907,1.629113572459883,0
CV03,14,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4280235809340907,1.629113572459883,0
CV03,14,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4280235809340907,1.629113572459883,0
CV03,14,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5861417964148845,1.6446459460596123,0
CV03,14,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5861417964148845,1.6446459460596123,0
CV03,14,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5861417964148845,1.6446459460596123,0
CV03,15,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8241785596578906,1.4938677515425223,0
CV03,15,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8241785596578906,1.4938677515425223,0
CV03,15,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8241785596578906,1.4938677515425223,0
CV03,15,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4241438177376577,1.6298531578184825,0
CV03,15,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4241438177376577,1.6298531578184825,0
CV03,15,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4241438177376577,1.6298531578184825,0
CV03,15,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.587785182064825,1.644372611094645,0
CV03,15,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.587785182064825,1.644372611094645,0
CV03,15,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.587785182064825,1.644372611094645,0
CV03,16,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8281870641446794,1.4938674135961334,0
CV03,16,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8281870641446794,1.4938674135961334,0
CV03,16,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8281870641446794,1.4938674135961334,0
CV03,16,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4250432934849104,1.6296737265841132,0
CV03,16,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4250432934849104,1.6296737265841132,0
CV03,16,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4250432934849104,1.6296737265841132,0
CV03,16,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.592986910323278,1.644597466927929,0
CV03,16,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.592986910323278,1.644597466927929,0
CV03,16,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.592986910323278,1.644597466927929,0
CV03,17,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8198142957081154,1.4936360424646338,0
CV03,17,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8198142957081154,1.4936360424646338,0
CV03,17,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8198142957081154,1.4936360424646338,0
CV03,17,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4252964156690566,1.6296447488752037,0
CV03,17,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4252964156690566,1.6296447488752037,0
CV03,17,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4252964156690566,1.6296447488752037,0
CV03,17,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.589227732519351,1.6476654627192393,0
CV03,17,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.589227732519351,1.6476654627192393,0
CV03,17,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.589227732519351,1.6476654627192393,0
CV03,18,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8217289001186308,1.4945340522596182,0
CV03,18,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8217289001186308,1.4945340522596182,0
CV03,18,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8217289001186308,1.4945340522596182,0
CV03,18,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4283984651874797,1.6301069927708776,0
CV03,18,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4283984651874797,1.6301069927708776,0
CV03,18,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4283984651874797,1.6301069927708776,0
CV03,18,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5918175213137193,1.6450816904486032,0
CV03,18,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5918175213137193,1.6450816904486032,0
CV03,18,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5918175213137193,1.6450816904486032,0
CV03,19,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.8208776038604557,1.4940905871785115,0
CV03,19,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.8208776038604557,1.4940905871785115,0
CV03,19,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.8208776038604557,1.4940905871785115,0
CV03,19,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4254944876568123,1.6300571688761918,0
CV03,19,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4254944876568123,1.6300571688761918,0
CV03,19,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4254944876568123,1.6300571688761918,0
CV03,19,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5901185741026114,1.6462993639125385,0
CV03,19,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5901185741026114,1.6462993639125385,0
CV03,19,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5901185741026114,1.6462993639125385,0
CV03,20,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,1.821788700345611,1.4940897801407116,0
CV03,20,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,1.821788700345611,1.4940897801407116,0
CV03,20,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,1.821788700345611,1.4940897801407116,0
CV03,20,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,1.4268521131481138,1.6297780551563472,0
CV03,20,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,1.4268521131481138,1.6297780551563472,0
CV03,20,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,1.4268521131481138,1.6297780551563472,0
CV03,20,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,1.5909111707727668,1.6464059603163577,0
CV03,20,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,1.5909111707727668,1.6464059603163577,0
CV03,20,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,1.5909111707727668,1.6464059603163577,0
CV04,1,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529112506195984,0.7740307743276346,0
CV04,1,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529112506195984,0.7740307743276346,0
CV04,1,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529112506195984,0.7740307743276346,0
CV04,1,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.638806782519874,0.4505828045766068,0
CV04,1,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.638806782519874,0.4505828045766068,0
CV04,1,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.638806782519874,0.4505828045766068,0
CV04,1,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6629375210792647,0.4631766238009069,0
CV04,1,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6629375210792647,0.4631766238009069,0
CV04,1,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6629375210792647,0.4631766238009069,0
CV04,2,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8528992186883413,0.7739811787290112,0
CV04,2,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8528992186883413,0.7739811787290112,0
CV04,2,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8528992186883413,0.7739811787290112,0
CV04,2,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6389179502091576,0.45018772511332206,0
CV04,2,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6389179502091576,0.45018772511332206,0
CV04,2,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6389179502091576,0.45018772511332206,0
CV04,2,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6634009024836975,0.46237871401711234,0
CV04,2,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6634009024836975,0.46237871401711234,0
CV04,2,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6634009024836975,0.46237871401711234,0
CV04,3,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529071628538715,0.7739252729658197,0
CV04,3,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529071628538715,0.7739252729658197,0
CV04,3,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529071628538715,0.7739252729658197,0
CV04,3,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.638691383816102,0.4504589623707779,0
CV04,3,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.638691383816102,0.4504589623707779,0
CV04,3,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.638691383816102,0.4504589623707779,0
CV04,3,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6620767602330684,0.4611622648897227,0
CV04,3,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6620767602330684,0.4611622648897227,0
CV04,3,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6620767602330684,0.4611622648897227,0
CV04,4,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529131967832865,0.7739037252125354,0
CV04,4,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529131967832865,0.7739037252125354,0
CV04,4,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529131967832865,0.7739037252125354,0
CV04,4,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6386612077994037,0.4505127846192531,0
CV04,4,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6386612077994037,0.4505127846192531,0
CV04,4,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6386612077994037,0.4505127846192531,0
CV04,4,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6625417445084228,0.4627156637438046,0
CV04,4,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6625417445084228,0.4627156637438046,0
CV04,4,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6625417445084228,0.4627156637438046,0
CV04,5,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529191548179034,0.773842870950649,0
CV04,5,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529191548179034,0.773842870950649,0
CV04,5,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529191548179034,0.773842870950649,0
CV04,5,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6387701560467784,0.4503740315573358,0
CV04,5,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6387701560467784,0.4503740315573358,0
CV04,5,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6387701560467784,0.4503740315573358,0
CV04,5,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6621764021805246,0.46272983271603857,0
CV04,5,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6621764021805246,0.46272983271603857,0
CV04,5,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6621764021805246,0.46272983271603857,0
CV04,6,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.852916191018154,0.7739126325993779,0
CV04,6,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.852916191018154,0.7739126325993779,0
CV04,6,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.852916191018154,0.7739126325993779,0
CV04,6,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6387354933190209,0.45010891914121437,0
CV04,6,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6387354933190209,0.45010891914121437,0
CV04,6,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6387354933190209,0.45010891914121437,0
CV04,6,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.662372555665528,0.46222095776909794,0
CV04,6,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.662372555665528,0.46222095776909794,0
CV04,6,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.662372555665528,0.46222095776909794,0
CV04,7,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529069736463646,0.7739476077884282,0
CV04,7,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529069736463646,0.7739476077884282,0
CV04,7,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529069736463646,0.7739476077884282,0
CV04,7,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6387286782868862,0.45040039655041236,0
CV04,7,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6387286782868862,0.45040039655041236,0
CV04,7,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6387286782868862,0.45040039655041236,0
CV04,7,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6625664582281406,0.46235376251516647,0
CV04,7,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6625664582281406,0.46235376251516647,0
CV04,7,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6625664582281406,0.46235376251516647,0
CV04,8,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529031873107935,0.7739253306245479,0
CV04,8,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529031873107935,0.7739253306245479,0
CV04,8,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529031873107935,0.7739253306245479,0
CV04,8,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6386093919663427,0.45043967192385426,0
CV04,8,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6386093919663427,0.45043967192385426,0
CV04,8,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6386093919663427,0.45043967192385426,0
CV04,8,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6622506812433705,0.46268601865437425,0
CV04,8,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6622506812433705,0.46268601865437425,0
CV04,8,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6622506812433705,0.46268601865437425,0
CV04,9,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529078170497502,0.7739001603182812,0
CV04,9,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529078170497502,0.7739001603182812,0
CV04,9,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529078170497502,0.7739001603182812,0
CV04,9,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6386503377242122,0.4502765576401616,0
CV04,9,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6386503377242122,0.4502765576401616,0
CV04,9,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6386503377242122,0.4502765576401616,0
CV04,9,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6625980768483625,0.4620336902580904,0
CV04,9,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6625980768483625,0.4620336902580904,0
CV04,9,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6625980768483625,0.4620336902580904,0
CV04,10,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8528804700033047,0.7737867941667506,0
CV04,10,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8528804700033047,0.7737867941667506,0
CV04,10,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8528804700033047,0.7737867941667506,0
CV04,10,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6385780970730125,0.4503621674318888,0
CV04,10,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6385780970730125,0.4503621674318888,0
CV04,10,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6385780970730125,0.4503621674318888,0
CV04,10,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.662185926565968,0.4627381372377406,0
CV04,10,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.662185926565968,0.4627381372377406,0
CV04,10,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.662185926565968,0.4627381372377406,0
CV04,11,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529180148133461,0.7739170178513936,0
CV04,11,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529180148133461,0.7739170178513936,0
CV04,11,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529180148133461,0.7739170178513936,0
CV04,11,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6386533297224629,0.45046631143118987,0
CV04,11,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6386533297224629,0.45046631143118987,0
CV04,11,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6386533297224629,0.45046631143118987,0
CV04,11,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6621253661927687,0.46188338075548485,0
CV04,11,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6621253661927687,0.46188338075548485,0
CV04,11,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6621253661927687,0.46188338075548485,0
CV04,12,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529040348851306,0.773900194209861,0
CV04,12,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529040348851306,0.773900194209861,0
CV04,12,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529040348851306,0.773900194209861,0
CV04,12,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6388065943788293,0.4504335790483543,0
CV04,12,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6388065943788293,0.4504335790483543,0
CV04,12,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6388065943788293,0.4504335790483543,0
CV04,12,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6623905473609606,0.462191735339691,0
CV04,12,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6623905473609606,0.462191735339691,0
CV04,12,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6623905473609606,0.462191735339691,0
CV04,13,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529012246535207,0.7739706050926976,0
CV04,13,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529012246535207,0.7739706050926976,0
CV04,13,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529012246535207,0.7739706050926976,0
CV04,13,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6387488069059979,0.4506655559420656,0
CV04,13,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6387488069059979,0.4506655559420656,0
CV04,13,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6387488069059979,0.4506655559420656,0
CV04,13,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6626314671613565,0.4624352448021854,0
CV04,13,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6626314671613565,0.4624352448021854,0
CV04,13,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6626314671613565,0.4624352448021854,0
CV04,14,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.852912806634108,0.7740360717885723,0
CV04,14,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.852912806634108,0.7740360717885723,0
CV04,14,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.852912806634108,0.7740360717885723,0
CV04,14,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6387505844520623,0.45024650788789145,0
CV04,14,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6387505844520623,0.45024650788789145,0
CV04,14,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6387505844520623,0.45024650788789145,0
CV04,14,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.662518693034324,0.4610796055455577,0
CV04,14,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.662518693034324,0.4610796055455577,0
CV04,14,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.662518693034324,0.4610796055455577,0
CV04,15,4,0.1,TSQR-04-L010,TAP-RBF-SHR-04-L010,0.8529019577657239,0.7739081320902556,0
CV04,15,4,0.25,TSQR-04-L025,TAP-RBF-SHR-04-L025,0.8529019577657239,0.7739081320902556,0
CV04,15,4,0.5,TSQR-04-L050,TAP-RBF-SHR-04-L050,0.8529019577657239,0.7739081320902556,0
CV04,15,6,0.1,TSQR-06-L010,TAP-RBF-SHR-06-L010,0.6387291068694098,0.45009306116990566,0
CV04,15,6,0.25,TSQR-06-L025,TAP-RBF-SHR-06-L025,0.6387291068694098,0.45009306116990566,0
CV04,15,6,0.5,TSQR-06-L050,TAP-RBF-SHR-06-L050,0.6387291068694098,0.45009306116990566,0
CV04,15,8,0.1,TSQR-08-L010,TAP-RBF-SHR-08-L010,0.6630555654151826,0.4617285658152615,0
CV04,15,8,0.25,TSQR-08-L025,TAP-RBF-SHR-08-L025,0.6630555654151826,0.4617285658152615,0
CV04,15,8,0.5,TSQR-08-L050,TAP-RBF-SHR-08-L050,0.6630555654151826,0.4617285658152615,0
