outer_fold,seed_index,config_id,fit_rows,fit_features,validation_rows,projection_components,projection_hash,validation_outcomes_used
CV03,10,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,11,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,11,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,11,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,12,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,12,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,12,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,13,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,13,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,13,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,14,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,14,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,14,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,15,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,15,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,15,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,16,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,16,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,16,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,17,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,17,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,17,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,18,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,18,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,18,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,19,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,19,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,19,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV03,20,GFRK-04-L010,1024,4,9750,4,71d7b4a8fc5e3ffd394a65497e1aa28236fd6b115034be1d63c14abe77747d6d,0
CV03,20,GFRK-06-L010,1024,6,9750,6,064ad20cf191280345e62c7f2145fc57280f6914c267fedd9a987085b2e202a5,0
CV03,20,GFRK-08-L010,1024,8,9750,8,0ffdfe1729a5fbe66b863f64abadcb1d4d5b4f693faf92038288aa01affb601a,0
CV04,1,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,1,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,1,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,2,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,2,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,2,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,3,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,3,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,3,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,4,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,4,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,4,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,5,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,5,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,5,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,6,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,6,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,6,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,7,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,7,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,7,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,8,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,8,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,8,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,9,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,9,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,9,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,10,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,10,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,10,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,11,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,11,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,11,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,12,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,12,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,12,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,13,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,13,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,13,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,14,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,14,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,14,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,15,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,15,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,15,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,16,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,16,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,16,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,17,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,17,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,17,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,18,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,18,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,18,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,19,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,19,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,19,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV04,20,GFRK-04-L010,1024,4,6500,4,82cf725f3a664d733ba92e4a2f0fde62b264eccc6ddfc921aa709f8194fe24db,0
CV04,20,GFRK-06-L010,1024,6,6500,6,a55cf0d3a8c7a1e99b6d212313d58aa5a928c2f4009641856c125200268b3e7a,0
CV04,20,GFRK-08-L010,1024,8,6500,8,45eae442bb1ae48c40341fa1952368dfaea67d2bd5b56e89b86397e31cf7a0ce,0
CV05,1,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,1,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,1,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,2,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,2,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,2,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,3,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,3,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,3,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,4,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,4,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,4,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,5,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,5,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,5,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,6,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,6,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,6,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,7,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,7,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,7,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,8,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,8,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,8,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,9,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,9,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,9,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,10,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,10,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,10,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,11,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,11,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,11,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,12,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,12,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,12,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,13,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,13,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,13,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,14,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,14,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,14,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,15,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,15,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,15,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,16,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,16,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,16,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,17,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,17,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,17,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,18,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,18,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,18,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,19,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,19,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,19,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
CV05,20,GFRK-04-L010,1024,4,6500,4,880ade3f89ec962fffc6b88dae5a3177247f88490cc65db9f2345727dccc5855,0
CV05,20,GFRK-06-L010,1024,6,6500,6,7216877d106bda690ce931e1cbab20cf572fbea36645a6c113faf8e76d04f3be,0
CV05,20,GFRK-08-L010,1024,8,6500,8,8f46111d25afc7465a9677a75752c64de8c9a0097dad5670f0cfa2f28ff5219c,0
