outer_fold,seed_index,config_id,q,layers,entangle,state_dimension,landmarks,lambda,psd_clipped_eigenvalues,min_eigenvalue_before_clip,conditioning_feature,validation_outcomes_used
CV03,10,EC-GFRK-08-L010,8,1,True,256,256,0.1,34,-2.5569783208168326e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,11,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.5339609526643006e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,11,EC-GFRK-06-L010,6,1,True,64,256,0.1,23,-1.3813895445375834e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,11,EC-GFRK-08-L010,8,1,True,256,256,0.1,22,-2.7556424537059497e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,12,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.7388808338275817e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,12,EC-GFRK-06-L010,6,1,True,64,256,0.1,31,-1.9356191435620074e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,12,EC-GFRK-08-L010,8,1,True,256,256,0.1,29,-3.553412987322812e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,13,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-3.4833889269609454e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,13,EC-GFRK-06-L010,6,1,True,64,256,0.1,29,-1.974597607165374e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,13,EC-GFRK-08-L010,8,1,True,256,256,0.1,27,-3.4506690584781768e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,14,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.466834823178157e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,14,EC-GFRK-06-L010,6,1,True,64,256,0.1,22,-1.7273988458510394e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,14,EC-GFRK-08-L010,8,1,True,256,256,0.1,13,-4.260577924108345e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,15,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.4294912921812443e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,15,EC-GFRK-06-L010,6,1,True,64,256,0.1,35,-2.3175577793617096e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,15,EC-GFRK-08-L010,8,1,True,256,256,0.1,25,-2.1946718329318208e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,16,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.6390855704508227e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,16,EC-GFRK-06-L010,6,1,True,64,256,0.1,28,-3.665652346610161e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,16,EC-GFRK-08-L010,8,1,True,256,256,0.1,23,-2.2686405827311374e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,17,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.415782924688183e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,17,EC-GFRK-06-L010,6,1,True,64,256,0.1,30,-1.945463707360327e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,17,EC-GFRK-08-L010,8,1,True,256,256,0.1,20,-4.1116612849137105e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,18,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.8087498863373205e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,18,EC-GFRK-06-L010,6,1,True,64,256,0.1,31,-5.038634666537074e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,18,EC-GFRK-08-L010,8,1,True,256,256,0.1,23,-3.908243875328824e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,19,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.1105039671527689e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,19,EC-GFRK-06-L010,6,1,True,64,256,0.1,30,-2.0550002472411562e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,19,EC-GFRK-08-L010,8,1,True,256,256,0.1,35,-3.0306626550749325e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,20,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-3.630654643659643e-14,cross_fitted_c06_train_outer_c06_validation,0
CV03,20,EC-GFRK-06-L010,6,1,True,64,256,0.1,35,-2.555524955747641e-15,cross_fitted_c06_train_outer_c06_validation,0
CV03,20,EC-GFRK-08-L010,8,1,True,256,256,0.1,31,-2.422752220518987e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,1,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.3328994153739563e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,1,EC-GFRK-06-L010,6,1,True,64,256,0.1,29,-1.6862151633517086e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,1,EC-GFRK-08-L010,8,1,True,256,256,0.1,27,-2.5856405225650193e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,2,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-9.669994444051538e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,2,EC-GFRK-06-L010,6,1,True,64,256,0.1,22,-1.3594231078707316e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,2,EC-GFRK-08-L010,8,1,True,256,256,0.1,22,-1.4684143513045664e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,3,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-2.3292951402296715e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,3,EC-GFRK-06-L010,6,1,True,64,256,0.1,21,-1.0429134576184382e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,3,EC-GFRK-08-L010,8,1,True,256,256,0.1,22,-6.969539225967914e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,4,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.5337795801570262e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,4,EC-GFRK-06-L010,6,1,True,64,256,0.1,20,-1.3257646419300066e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,4,EC-GFRK-08-L010,8,1,True,256,256,0.1,28,-2.0281765059863968e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,5,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.1578482301798213e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,5,EC-GFRK-06-L010,6,1,True,64,256,0.1,21,-2.143655917604868e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,5,EC-GFRK-08-L010,8,1,True,256,256,0.1,23,-7.073706598565472e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,6,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.3262049233253304e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,6,EC-GFRK-06-L010,6,1,True,64,256,0.1,16,-1.3693392590122997e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,6,EC-GFRK-08-L010,8,1,True,256,256,0.1,27,-2.1389475807418994e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,7,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.0997118819600794e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,7,EC-GFRK-06-L010,6,1,True,64,256,0.1,21,-1.7448745715312909e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,7,EC-GFRK-08-L010,8,1,True,256,256,0.1,29,-2.0710840415702026e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,8,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.3478557619257044e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,8,EC-GFRK-06-L010,6,1,True,64,256,0.1,23,-1.5795544990115989e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,8,EC-GFRK-08-L010,8,1,True,256,256,0.1,26,-1.2671436668240145e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,9,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-8.387126608318037e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,9,EC-GFRK-06-L010,6,1,True,64,256,0.1,16,-1.5912787024799601e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,9,EC-GFRK-08-L010,8,1,True,256,256,0.1,24,-1.196511855790042e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,10,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.0015165724406425e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,10,EC-GFRK-06-L010,6,1,True,64,256,0.1,33,-2.5365996503894597e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,10,EC-GFRK-08-L010,8,1,True,256,256,0.1,18,-1.0959259136181813e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,11,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.6144320263200026e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,11,EC-GFRK-06-L010,6,1,True,64,256,0.1,24,-2.023647130140675e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,11,EC-GFRK-08-L010,8,1,True,256,256,0.1,29,-1.3507821597941225e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,12,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.854967242568626e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,12,EC-GFRK-06-L010,6,1,True,64,256,0.1,28,-2.879096539111868e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,12,EC-GFRK-08-L010,8,1,True,256,256,0.1,23,-1.1923828239068572e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,13,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-3.062993320549238e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,13,EC-GFRK-06-L010,6,1,True,64,256,0.1,23,-1.2435191700313772e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,13,EC-GFRK-08-L010,8,1,True,256,256,0.1,21,-4.236362890605063e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,14,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-2.08491124005038e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,14,EC-GFRK-06-L010,6,1,True,64,256,0.1,25,-1.3837382217791823e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,14,EC-GFRK-08-L010,8,1,True,256,256,0.1,27,-1.9663406490816068e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,15,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.1805239089910592e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,15,EC-GFRK-06-L010,6,1,True,64,256,0.1,25,-2.066365646458713e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,15,EC-GFRK-08-L010,8,1,True,256,256,0.1,31,-2.0189036814703033e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,16,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-9.725462592869013e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,16,EC-GFRK-06-L010,6,1,True,64,256,0.1,32,-5.938307767743448e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,16,EC-GFRK-08-L010,8,1,True,256,256,0.1,24,-1.5748885782284644e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,17,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-9.374710589966031e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,17,EC-GFRK-06-L010,6,1,True,64,256,0.1,30,-4.551284494577814e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,17,EC-GFRK-08-L010,8,1,True,256,256,0.1,25,-2.0092177307576444e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,18,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.0368638012763681e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,18,EC-GFRK-06-L010,6,1,True,64,256,0.1,33,-2.1009694515026487e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,18,EC-GFRK-08-L010,8,1,True,256,256,0.1,30,-1.804005701290421e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,19,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.3895809271930696e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,19,EC-GFRK-06-L010,6,1,True,64,256,0.1,20,-2.605641373253205e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,19,EC-GFRK-08-L010,8,1,True,256,256,0.1,23,-1.7124327336761098e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,20,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.1194013788706087e-14,cross_fitted_c06_train_outer_c06_validation,0
CV04,20,EC-GFRK-06-L010,6,1,True,64,256,0.1,26,-2.4055341421612622e-15,cross_fitted_c06_train_outer_c06_validation,0
CV04,20,EC-GFRK-08-L010,8,1,True,256,256,0.1,31,-5.714371082733222e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,1,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.4293503586333264e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,1,EC-GFRK-06-L010,6,1,True,64,256,0.1,23,-1.4495936731876959e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,1,EC-GFRK-08-L010,8,1,True,256,256,0.1,23,-2.035289093506608e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,2,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.975482592489762e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,2,EC-GFRK-06-L010,6,1,True,64,256,0.1,31,-2.4620172627334036e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,2,EC-GFRK-08-L010,8,1,True,256,256,0.1,19,-1.307330486468347e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,3,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-3.0309728338730843e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,3,EC-GFRK-06-L010,6,1,True,64,256,0.1,21,-2.378590193993788e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,3,EC-GFRK-08-L010,8,1,True,256,256,0.1,28,-8.943984751484522e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,4,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-3.2320851667094746e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,4,EC-GFRK-06-L010,6,1,True,64,256,0.1,24,-1.3221022181072828e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,4,EC-GFRK-08-L010,8,1,True,256,256,0.1,27,-9.495978297409786e-16,cross_fitted_c06_train_outer_c06_validation,0
CV05,5,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.3037656722959096e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,5,EC-GFRK-06-L010,6,1,True,64,256,0.1,23,-1.3921336855199877e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,5,EC-GFRK-08-L010,8,1,True,256,256,0.1,31,-1.4589747449168953e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,6,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.6740241789117087e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,6,EC-GFRK-06-L010,6,1,True,64,256,0.1,23,-1.1023165568958246e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,6,EC-GFRK-08-L010,8,1,True,256,256,0.1,20,-1.2574247761153588e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,7,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.2741970221879144e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,7,EC-GFRK-06-L010,6,1,True,64,256,0.1,29,-1.4052449666277025e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,7,EC-GFRK-08-L010,8,1,True,256,256,0.1,32,-2.3297316811410086e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,8,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-2.037897383192156e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,8,EC-GFRK-06-L010,6,1,True,64,256,0.1,27,-3.547457499518615e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,8,EC-GFRK-08-L010,8,1,True,256,256,0.1,17,-1.6548783793280848e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,9,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.763666904928986e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,9,EC-GFRK-06-L010,6,1,True,64,256,0.1,30,-1.5320720794188707e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,9,EC-GFRK-08-L010,8,1,True,256,256,0.1,20,-1.2010554837825802e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,10,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.802863005669167e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,10,EC-GFRK-06-L010,6,1,True,64,256,0.1,22,-2.179643787215689e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,10,EC-GFRK-08-L010,8,1,True,256,256,0.1,28,-2.7188985535509536e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,11,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-4.3388104661891836e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,11,EC-GFRK-06-L010,6,1,True,64,256,0.1,27,-1.1800693402866744e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,11,EC-GFRK-08-L010,8,1,True,256,256,0.1,22,-1.623164966306162e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,12,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.1917786860760065e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,12,EC-GFRK-06-L010,6,1,True,64,256,0.1,22,-1.357970849994142e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,12,EC-GFRK-08-L010,8,1,True,256,256,0.1,20,-1.1517054568682068e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,13,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-3.1067899877646405e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,13,EC-GFRK-06-L010,6,1,True,64,256,0.1,28,-1.374798330950496e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,13,EC-GFRK-08-L010,8,1,True,256,256,0.1,26,-1.9627299760479112e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,14,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-3.4743438613145886e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,14,EC-GFRK-06-L010,6,1,True,64,256,0.1,19,-1.000231711050026e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,14,EC-GFRK-08-L010,8,1,True,256,256,0.1,30,-1.8684652683045425e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,15,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.795520378793803e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,15,EC-GFRK-06-L010,6,1,True,64,256,0.1,24,-1.4298038520968226e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,15,EC-GFRK-08-L010,8,1,True,256,256,0.1,25,-1.7239009884978963e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,16,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.2583690828567646e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,16,EC-GFRK-06-L010,6,1,True,64,256,0.1,36,-1.3350113799362911e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,16,EC-GFRK-08-L010,8,1,True,256,256,0.1,25,-1.3792118140639527e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,17,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.3726250674525645e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,17,EC-GFRK-06-L010,6,1,True,64,256,0.1,22,-1.1108722445079512e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,17,EC-GFRK-08-L010,8,1,True,256,256,0.1,23,-2.034098133389674e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,18,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.327744152348855e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,18,EC-GFRK-06-L010,6,1,True,64,256,0.1,25,-1.598281218556843e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,18,EC-GFRK-08-L010,8,1,True,256,256,0.1,31,-6.5945284569036726e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,19,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-4.3746740454390227e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,19,EC-GFRK-06-L010,6,1,True,64,256,0.1,21,-2.2121385949459358e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,19,EC-GFRK-08-L010,8,1,True,256,256,0.1,21,-1.648650239207485e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,20,EC-GFRK-04-L010,4,1,True,16,256,0.1,175,-1.7198409387586054e-14,cross_fitted_c06_train_outer_c06_validation,0
CV05,20,EC-GFRK-06-L010,6,1,True,64,256,0.1,39,-3.2767691608734555e-15,cross_fitted_c06_train_outer_c06_validation,0
CV05,20,EC-GFRK-08-L010,8,1,True,256,256,0.1,24,-1.7201355740600937e-15,cross_fitted_c06_train_outer_c06_validation,0
