category,calibration_rows_read,control_id,decision_sets,eligible,final_test_rows_read,fold_count,ineligible_folds,mean_fold_nrmse,mean_regret_m_s,model_view,pooled_oof_nrmse,pooled_oof_rmse,seed_index,status,track_id,validation_rows,wall_time_s,auroc,expected_calibration_error,false_negative_rate,false_positive_rate,pooled_oof_brier,precision_at_0_5,predicted_feasible_rate,recall_at_0_5
control,0,C05-T17-q8,,True,0,5,[],,,control,,,10,complete,FQK,39000,58.81663940002909,0.5634061141339753,0.16336750077903311,0.911693127824777,0.05475618188403411,0.19228618368346423,0.31422680412371135,0.06217948717948718,0.08830687217522308
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,11,complete,Q01b,39000,58.52450589998625,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.501820662799568,19.485341480550385,control,0.5939566865848556,1.3909853866519326,11,complete,Q01b,39000,58.52450589998625,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.4108975593909931,19.730836658808588,control,0.5354904734384893,1.2540635370687914,11,complete,Q01b,39000,58.52450589998625,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.7817182494940244,0.12382606441360926,0.8655695909143586,0.04724902044713707,0.16251383772260092,0.44701348747591524,0.06653846153846153,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.9136446840801098,0.06589782577625818,0.6817707729748522,0.03236640215995522,0.10616746146037799,0.7363904532046125,0.09561538461538462,0.3182292270251478
control,0,C03-T13,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.6308943511831828,0.11470447367860977,0.9149379997682234,0.024826314576405124,0.16167637126901563,0.4932795698924731,0.038153846153846156,0.08506200023177657
control,0,C06-T17,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.6076688525127997,0.1732194417193853,0.862324718970912,0.1041454018636199,0.20053566607920412,0.2730406803033785,0.11156410256410257,0.13767528102908796
control,0,C05-T17-q8,,True,0,5,[],,,control,,,11,complete,FQK,39000,58.52450589998625,0.6051613484402163,0.17697339467189704,0.8783173021207555,0.07678377399492937,0.1959346901239845,0.31046717918391487,0.08671794871794872,0.1216826978792444
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,12,complete,Q01b,39000,58.82528039987665,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.5511977173637457,19.492685229421024,control,0.6577221961441304,1.5403176426441274,12,complete,Q01b,39000,58.82528039987665,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.3886815177655665,19.7590124738591,control,0.5052518821291293,1.183247870582897,12,complete,Q01b,39000,58.82528039987665,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.7817073364357988,0.1238279934729857,0.8655695909143586,0.04724902044713707,0.16251190943632468,0.44701348747591524,0.06653846153846153,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.9113943504219397,0.07793921571864405,0.673890369683625,0.03365052187942445,0.10780168620630629,0.7335766423357665,0.09835897435897435,0.326109630316375
control,0,C03-T13,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.7525612556540373,0.12115952281933962,0.6858268629041604,0.07095584603733825,0.15966777090551865,0.5571311138512125,0.12476923076923077,0.3141731370958396
control,0,C06-T17,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.7170294026673858,0.1791269056974663,0.8543284273959902,0.11194889862039445,0.1884304774315435,0.2699162550998497,0.1194102564102564,0.14567157260400973
control,0,C05-T17-q8,,True,0,5,[],,,control,,,12,complete,FQK,39000,58.82528039987665,0.570154409738456,0.1421340827784835,0.9553830107776103,0.04329788284877021,0.18427591284890638,0.22647058823529412,0.04358974358974359,0.044616989222389616
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,13,complete,Q01b,39000,59.497066299954895,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.4919868217420745,19.04591758325359,control,0.581467844082152,1.3617378037728798,13,complete,Q01b,39000,59.497066299954895,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.35141863849897614,19.784642230349743,control,0.4244633234128988,0.9940493867185459,13,complete,Q01b,39000,59.497066299954895,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.7817021660882828,0.12381175916839611,0.8655695909143586,0.04721609430048401,0.16252237972751332,0.4471858134155744,0.06651282051282051,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.9129423314815566,0.07479512605738278,0.6735427048325414,0.03493464159889368,0.10750692394503424,0.7264053635894792,0.09943589743589744,0.3264572951674586
control,0,C03-T13,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.558177835831347,0.1692892377550222,0.9442577355429366,0.07220703961015443,0.1991555198880264,0.17988032909498877,0.06856410256410256,0.055742264457063394
control,0,C06-T17,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.62699136459242,0.17127909386500373,0.8680032448719435,0.10029304270521221,0.20047397600980568,0.2721624850657109,0.10730769230769231,0.13199675512805656
control,0,C05-T17-q8,,True,0,5,[],,,control,,,13,complete,FQK,39000,59.497066299954895,0.616324334777842,0.12159123899338861,0.9253679453007301,0.04948799841954496,0.18447168669884204,0.2999534233814625,0.05505128205128205,0.07463205469926991
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,14,complete,Q01b,39000,59.78942459996324,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.45989014789265614,19.168018606628333,control,0.5548415775024962,1.2993818297601034,14,complete,Q01b,39000,59.78942459996324,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.3508088428209549,19.31124709348654,control,0.42365746225351714,0.992162142881263,14,complete,Q01b,39000,59.78942459996324,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.7815678896830538,0.1238197000378663,0.8655695909143586,0.047281946593790126,0.16251456253050237,0.44684129429892144,0.06656410256410257,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.9166711498603708,0.06602253852002152,0.67145671572604,0.03421026637252642,0.10210985936551445,0.7318017552916882,0.09933333333333333,0.3285432842739599
control,0,C03-T13,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.6181824584654441,0.12088483877442528,0.909027697299803,0.03118106088044516,0.17192192782282875,0.4532332563510393,0.04441025641025641,0.09097230270019702
control,0,C06-T17,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.6637806880682449,0.16877115556607403,0.8601228415807162,0.09561752988047809,0.19028300679927665,0.29360252979810264,0.1054102564102564,0.1398771584192838
control,0,C05-T17-q8,,True,0,5,[],,,control,,,14,complete,FQK,39000,59.78942459996324,0.5598611216420639,0.16825779374682193,0.8852705991424267,0.0743801652892562,0.19481112090954528,0.3047091412742382,0.0833076923076923,0.1147294008575733
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,15,complete,Q01b,39000,59.028015100047924,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.47292992658769134,19.235068470833333,control,0.5681653509154105,1.3305847348389026,15,complete,Q01b,39000,59.028015100047924,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.3572121413415598,19.549487716538078,control,0.44722220909913063,1.0473483529917502,15,complete,Q01b,39000,59.028015100047924,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.7818809380081858,0.12383717448117018,0.8655695909143586,0.04724902044713707,0.1624911862502753,0.44701348747591524,0.06653846153846153,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.9119105724177972,0.07312588513489233,0.6811913315563797,0.032695663626485794,0.10776623781680285,0.7347756410256411,0.096,0.3188086684436203
control,0,C03-T13,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.6099373682417543,0.13510862715545827,0.9045080542357168,0.05123308419215699,0.18034155767661716,0.346218487394958,0.06102564102564102,0.09549194576428323
control,0,C06-T17,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.6069792502583238,0.1771241093775516,0.8546760922470739,0.11879753712423036,0.20475185088829598,0.2579185520361991,0.12466666666666666,0.14532390775292617
control,0,C05-T17-q8,,True,0,5,[],,,control,,,15,complete,FQK,39000,59.028015100047924,0.5882704183634198,0.17937475452158994,0.8857341522772048,0.06746567449211419,0.20459326084184667,0.32487644151565076,0.07782051282051282,0.11426584772279523
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,16,complete,Q01b,39000,58.77036369999405,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.59928717076064,19.344709077191926,control,0.7198624292063345,1.6858436684721443,16,complete,Q01b,39000,58.77036369999405,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.3571090006283008,19.36766086462295,control,0.4376904563129943,1.0250259696696116,16,complete,Q01b,39000,58.77036369999405,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.7816422549249268,0.12383774963616932,0.8655695909143586,0.047281946593790126,0.1625106450586009,0.44684129429892144,0.06656410256410257,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.913969122432795,0.07418410575011129,0.6883764051454399,0.03276151591979191,0.10770627625973837,0.7299131378935939,0.09446153846153846,0.3116235948545602
control,0,C03-T13,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.7691224625579935,0.09906843524321471,0.8398423919341754,0.04810510026011656,0.15778372873456672,0.4861062258177981,0.0728974358974359,0.16015760806582455
control,0,C06-T17,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.6832616913319399,0.19373726070970704,0.8608181712828833,0.1098416252345988,0.20282615133900367,0.26471236499889794,0.11633333333333333,0.1391818287171167
control,0,C05-T17-q8,,True,0,5,[],,,control,,,16,complete,FQK,39000,58.77036369999405,0.6053957616940507,0.16641715198945167,0.8788967435392282,0.07214118731684831,0.18981446120635995,0.32292954264524104,0.08297435897435898,0.12110325646077182
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,17,complete,Q01b,39000,58.60234790010145,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.5456750650465613,19.14010296638205,control,0.6742946872649823,1.5791287100000135,17,complete,Q01b,39000,58.60234790010145,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.3731717010568983,19.652036560327435,control,0.4522777055949994,1.0591878051047603,17,complete,Q01b,39000,58.60234790010145,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.7817121404708708,0.12380822779215296,0.8655695909143586,0.04724902044713707,0.16250827074678784,0.44701348747591524,0.06653846153846153,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.9117580910472556,0.07409709332777788,0.674585699385792,0.03536268150538342,0.1066610336474345,0.723338485316847,0.09953846153846153,0.3254143006142079
control,0,C03-T13,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.5988871183745036,0.1412499306907159,0.9396222041951559,0.03493464159889368,0.17725112496431514,0.3293299620733249,0.04056410256410256,0.06037779580484413
control,0,C06-T17,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.6959351784793851,0.1809253468122032,0.8474910186580137,0.11672318988508774,0.1959902348230767,0.2707261880271549,0.12464102564102564,0.15250898134198632
control,0,C05-T17-q8,,True,0,5,[],,,control,,,17,complete,FQK,39000,58.60234790010145,0.5913991578148758,0.16899313290835313,0.8981341986325182,0.06074874057489052,0.19253399176569047,0.32268722466960353,0.06984615384615385,0.10186580136748175
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,18,complete,Q01b,39000,59.155297000019345,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.4656112458546193,19.175900762251025,control,0.5568472249662934,1.30407884955284,18,complete,Q01b,39000,59.155297000019345,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.35304524223779926,19.66934652386513,control,0.4348990652401084,1.018488819270413,18,complete,Q01b,39000,59.155297000019345,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.7820085215798037,0.12381553679897953,0.8655695909143586,0.04724902044713707,0.16247199745278332,0.44701348747591524,0.06653846153846153,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.9111858766680414,0.07569617397483286,0.6708772743075675,0.03506634618550591,0.10755558796772013,0.7272727272727273,0.10012820512820512,0.3291227256924325
control,0,C03-T13,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.5639026811777628,0.1252080855273747,0.9605979835438637,0.04333080899542326,0.1873154821249645,0.20531400966183574,0.04246153846153846,0.039402016456136287
control,0,C06-T17,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.729430719668989,0.15066621550324796,0.8641789315100243,0.0956833821737842,0.1853870446592376,0.2873957822461991,0.10456410256410256,0.13582106848997566
control,0,C05-T17-q8,,True,0,5,[],,,control,,,18,complete,FQK,39000,59.155297000019345,0.5736146199783702,0.16028778444872144,0.9242090624637849,0.06917783411807316,0.1909029786510207,0.23738656987295825,0.07064102564102565,0.07579093753621509
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,19,complete,Q01b,39000,59.223464499926195,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.6187209855152624,19.043205203461923,control,0.7474550146729418,1.7504626617941634,19,complete,Q01b,39000,59.223464499926195,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.35582393022185466,19.84106402671551,control,0.43314917554149557,1.0143907578225004,19,complete,Q01b,39000,59.223464499926195,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.7817965144371233,0.12382322517423089,0.8655695909143586,0.04724902044713707,0.16251413759062416,0.44701348747591524,0.06653846153846153,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.9118056773231752,0.08497386657274948,0.6764399119249044,0.03460538013236311,0.10835086397286676,0.7265157429091855,0.09853846153846153,0.3235600880750956
control,0,C03-T13,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.6620429552547938,0.14782655193870275,0.8704368988295283,0.06855223733166507,0.1808474631705898,0.349375,0.08205128205128205,0.12956310117047168
control,0,C06-T17,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.6659071585155552,0.1565057990635916,0.871711669950168,0.09565045602713114,0.19601255862541359,0.2759222333000997,0.10287179487179487,0.12828833004983195
control,0,C05-T17-q8,,True,0,5,[],,,control,,,19,complete,FQK,39000,59.223464499926195,0.5779379653615639,0.16271496187997825,0.9236296210453123,0.0483026571400349,0.19342256808551728,0.30997177798682973,0.05451282051282051,0.07637037895468768
control,0,C06-T17,7800,True,0,5,[],0.005356997531575444,16.806576945019742,control,0.006832811015144498,0.016001739666352786,20,complete,Q01b,39000,59.35023579996778,,,,,,,,
control,0,A01-T04-q8,7800,True,0,5,[],0.5091619590387753,19.293115163409105,control,0.6029561388211611,1.412061176909552,20,complete,Q01b,39000,59.35023579996778,,,,,,,,
control,0,C05-T17-q8,7800,True,0,5,[],0.37301618511261697,19.789959490939612,control,0.4700605754154236,1.100833454714616,20,complete,Q01b,39000,59.35023579996778,,,,,,,,
control,0,C01-T18,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.7818038216072287,0.12382473380018671,0.8655695909143586,0.04724902044713707,0.16251159370719515,0.44701348747591524,0.06653846153846153,0.13443040908564144
control,0,C02-T02,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.916846825295396,0.07004827236868073,0.6724997102792908,0.03513219847881202,0.10333439829211657,0.725918314924223,0.09982051282051282,0.3275002897207092
control,0,C03-T13,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.8989529527337629,0.11489695140934364,0.5932321242322401,0.05643541536334003,0.13088043978657862,0.6718989280245024,0.13394871794871796,0.40676787576775986
control,0,C04-T28,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.7306596292347993,0.07358071774528153,0.9986093405956658,0.0032596885186526622,0.15782398239201534,0.10810810810810811,0.0028461538461538463,0.0013906594043342217
control,0,C05-T12,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.5598534863170607,0.15043814133913877,0.8948893266890717,0.08735306707056073,0.19056229182858145,0.2547752808988764,0.09128205128205129,0.10511067331092827
control,0,C06-T17,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.8971983962581732,0.09764262831651918,0.6009966392397729,0.048269730993381846,0.12247392928942265,0.7013648400896313,0.12587179487179487,0.39900336076022713
control,0,A01-T04-q8,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.6151684244137491,0.1840438684516254,0.8413489396222043,0.13170458661222878,0.2114985127997279,0.25498230582976344,0.13766666666666666,0.1586510603777958
control,0,C05-T17-q8,,True,0,5,[],,,control,,,20,complete,FQK,39000,59.35023579996778,0.6419411439767442,0.16736055244091855,0.9002201877390196,0.0567646768298706,0.18806839382812066,0.3330754352030948,0.06628205128205128,0.09977981226098041
